human_ids,virus_ids,scores
Q8IU60,YP_009046821.1,0.15162783861160278
Q8NFD2,YP_009241386.1,0.15699461102485657
Q9GZN0,YP_009551965.1,0.05911966785788536
Q9BVK2,YP_209235.1,0.0365927591919899
Q9H814,YP_010097102.1,0.2955893278121948
Q9BVK2,YP_009344896.1,0.08987084776163101
Q9UI33,YP_214167.1,0.206946462392807
O43240,YP_007518087.1,0.09938095510005951
Q8IY85,BAA82893.1,0.45978549122810364
P49279,YP_009552780.1,0.12350193411111832
A8MUZ8,YP_010113289.1,0.05326152965426445
P16455,NP_044194.1,0.09740249067544937
Q9UP65,AP_000616.1,0.10143955051898956
Q9BVW5,YP_009344838.1,0.3320160508155823
Q8IWB7,AP_000362.1,0.19866156578063965
Q0VDF9,NP_044204.1,0.24247704446315765
Q8IZF7,YP_009703075.1,0.07417134195566177
Q8N5X7,YP_010113408.1,0.038126278668642044
Q9NZM6,YP_068191.1,0.12210363894701004
O75973,NP_570304.1,0.10300900787115097
P13385,AP_000345.1,0.08582593500614166
P08294,YP_010113354.1,0.043032292276620865
Q9P2X3,CAP08061.1,0.09570398181676865
P48431,AP_000053.1,0.11698556691408157
Q9H2A3,YP_068139.1,0.0720047727227211
P42568,YP_007985671.1,0.2832770049571991
Q9Y4D7,YP_008492950.1,0.143154114484787
Q9BTE0,YP_008492957.1,0.09194470196962357
E5RJM6,YP_010113418.1,0.16751359403133392
Q5RHP9,AP_000239.1,0.23243610560894012
Q9NRG7,YP_009094035.1,0.07902756333351135
P0CG04,YP_005296367.1,0.04462664574384689
Q6PF15,YP_010113328.1,0.14299999177455902
P45985,YP_009703120.1,0.1318349689245224
Q9Y3R4,YP_009094038.1,0.10064888000488281
Q9UKG4,AAG36981.1,0.11960665881633759
Q96GR2,BAA82902.1,0.19032956659793854
O75330,AP_000254.1,0.16637712717056274
P38571,AEV54988.1,0.11166153848171234
Q8N878,YP_010113371.1,0.09740263968706131
F8WCM5,YP_001034010.1,0.054150354117155075
Q9NP92,AFD21877.1,0.3746885359287262
P42126,YP_068178.1,0.09132726490497589
Q5SZL2,CAP08053.1,0.16808953881263733
Q9BS86,NP_570789.1,0.10233572125434875
A6NM62,NP_066837.1,0.18120382726192474
Q9Y580,YP_009130671.1,0.15183092653751373
Q8N196,YP_010113318.1,0.09157837927341461
Q9H2C1,AEV55048.1,0.14862635731697083
Q96LW2,YP_008492966.1,0.07485075294971466
P01834,YP_009218.1,0.13527284562587738
P11831,AIY35099.1,0.23271192610263824
Q8TEQ6,AFD21974.1,0.2743510901927948
P55075,AEV55042.1,0.17591823637485504
Q9BQ90,NP_066829.1,0.1725383847951889
Q99797,YP_005296218.1,0.05633724108338356
Q86XP1,YP_010097642.1,0.17618858814239502
Q17R89,YP_068129.1,0.3004954755306244
Q8N5X7,NP_570165.1,0.05891313776373863
P47900,YP_182346.1,0.14901608228683472
P08514,YP_009703094.1,0.1887909322977066
Q14934,YP_004123759.1,0.20486977696418762
Q6DHV7,YP_001331029.1,0.2386789321899414
P09630,YP_010086095.1,0.23549333214759827
Q9UNH5,CAP08167.1,0.37088948488235474
Q7Z4V0,ACN89767.1,0.05707331374287605
Q53EV4,YP_068168.1,0.09874052554368973
Q8N554,YP_010113400.1,0.03745926171541214
O43240,AEV55027.1,0.1327575296163559
Q6PJG2,YP_009553486.1,0.3200066089630127
Q92832,BAA82950.1,0.08887806534767151
O95944,CAP08157.1,0.06816133111715317
Q5XKR4,YP_010113325.1,0.08796635270118713
P42262,YP_010113291.1,0.08660149574279785
Q14934,YP_068106.1,0.15428771078586578
P19021,YP_182356.1,0.2232879400253296
Q149N8,YP_173324.1,0.07873805612325668
P49675,YP_338084.1,0.4751463532447815
Q9HCK1,YP_009703178.1,0.39133620262145996
P48506,YP_068268.1,0.7276864647865295
Q5U651,YP_009703138.1,0.1335112452507019
Q9Y3R4,YP_009344944.1,0.19900521636009216
Q9NY25,YP_010113305.1,0.07590854912996292
O60312,AAD03065.1,0.1178889274597168
O75879,YP_214160.1,0.2306927889585495
P04180,YP_003204679.1,0.09143852442502975
Q6UUV9,AEV55054.1,0.22751343250274658
Q9BZG8,AEV55040.1,0.136482834815979
A5YM72,YP_009252249.1,0.13698256015777588
Q6ZVH7,ACN89758.1,0.10582838207483292
O60883,YP_068217.1,0.11740963906049728
Q5VTY9,CAP08096.1,0.07291467487812042
Q14524,YP_068316.1,0.07894419133663177
Q5SVQ8,NP_066890.1,0.13556914031505585
Q86TB3,YP_214134.1,0.2111305147409439
Q9NRG7,YP_001033988.1,0.1544266641139984
Q5SVQ8,AFD22071.1,0.26027846336364746
A5YM72,YP_182363.2,0.07234843075275421
Q6U736,YP_068239.1,0.12080889195203781
Q13574,AEV55035.1,0.10622896999120712
Q8N3Y1,YP_001033989.1,0.2595961093902588
Q86Y01,AFD21955.1,0.052569713443517685
Q9NXP7,YP_010097685.1,0.3767378032207489
Q68EM7,NP_570285.1,0.06929794698953629
O43827,AEV55006.1,0.06588532030582428
P55056,YP_214025.1,0.04509023576974869
Q13201,YP_004123749.1,0.3313511312007904
O43827,YP_009703111.1,0.12830409407615662
P27544,YP_068175.1,0.12656556069850922
P15692,AEV54978.1,0.11244765669107437
P55075,YP_009204.1,0.11252621561288834
Q4KWH8,YP_009344870.1,0.15470145642757416
Q9BRJ2,AEV54974.1,0.10979783535003662
Q92537,NP_047412.1,0.12368675321340561
Q15345,YP_009344874.1,0.05453815683722496
Q5VIR6,AEV55067.1,0.12057233601808548
Q8NB16,YP_009551893.1,0.27554523944854736
Q9H3H1,YP_009252266.1,0.11880160868167877
Q3SYG4,YP_009824984.1,0.14072205126285553
P16415,YP_010113314.1,0.044534724205732346
Q9Y3R4,NP_570768.1,0.12099049985408783
Q8TF20,YP_009703132.1,0.060090288519859314
Q7Z769,YP_010113336.1,0.07878655940294266
P52788,YP_068195.1,0.17994320392608643
P49771,AAT95221.1,0.05244951322674751
Q9H8J5,YP_009703201.1,0.11215750873088837
O75602,YP_010097123.1,0.09593930095434189
Q7RTV3,CAP08207.1,0.08787775784730911
A6NGB7,YP_009703089.1,0.08151514828205109
O95259,YP_009344924.1,0.12683700025081635
Q96N77,YP_010113424.1,0.048298366367816925
Q8IUA7,YP_009703158.1,0.08207028359174728
Q96P53,YP_007518073.1,0.15483886003494263
O60941,YP_010113295.1,0.13898693025112152
O14492,YP_004123755.1,0.12933744490146637
Q9BSE5,YP_010097056.1,0.10314717143774033
Q9UJU5,YP_068183.1,0.06410305947065353
Q2WGJ9,YP_068336.1,0.14421194791793823
P47900,YP_009344835.1,0.11170362681150436
P06127,YP_214016.1,0.1682080626487732
P19021,YP_068249.1,0.19241836667060852
O95665,YP_010113368.1,0.07141143828630447
P49279,YP_005296333.1,0.0814100056886673
A0PJW8,YP_009109617.1,0.12641572952270508
P42261,YP_010097125.1,0.12038981169462204
Q9C0D2,YP_010113396.1,0.08049110323190689
Q8WXR4,AAW02835.1,0.1474703997373581
Q86YR5,CAP08199.1,0.19252142310142517
Q96MY7,AP_000636.1,0.34779030084609985
P07320,YP_214049.1,0.07445614784955978
P49675,YP_001033983.1,0.15457934141159058
P06127,YP_005296208.1,0.09743703901767731
Q5VXJ0,CAP08054.1,0.14543098211288452
Q2L4Q9,CAP08173.1,0.1532762050628662
Q9HB90,YP_068111.1,0.15372416377067566
P00441,YP_009505554.1,0.2054096758365631
A8K8V0,YP_010097092.1,0.023517943918704987
Q9NXG2,YP_008439207.1,0.42638275027275085
P57082,YP_077182.1,0.7027871608734131
Q96T51,YP_009220.1,0.13021016120910645
Q8TF01,YP_068267.1,0.11311911791563034
Q5SVQ8,YP_009337828.1,0.1795884668827057
Q9UI33,YP_009252265.1,0.10185858607292175
Q9UQP3,YP_068304.1,0.1917532980442047
Q7RTP6,YP_068282.1,0.7323790192604065
O95263,YP_005296195.1,0.04927534982562065
Q13905,YP_010113261.1,0.12023473531007767
Q96GR2,YP_008720074.1,0.2540946900844574
O14798,YP_009703117.1,0.182623028755188
Q7L0Q8,YP_003778195.1,0.3074043393135071
Q12999,YP_009703161.1,0.059467799961566925
P38571,YP_001034011.2,0.1109444797039032
Q13216,YP_010113334.1,0.14167320728302002
Q96G46,ACN89739.1,0.058306120336055756
Q86UZ6,AFD21909.1,0.2685428559780121
Q96T51,AFD22020.1,0.051805127412080765
Q9P2K6,YP_010113275.1,0.13608096539974213
Q8IUG5,YP_010097640.1,0.11657551676034927
P31371,AEV55019.1,0.08959205448627472
A8MPS7,YP_068226.1,0.09596559405326843
Q8N9M1,YP_009109576.1,0.213473379611969
O60239,YP_004021926.1,0.47887343168258667
Q9Y519,YP_010097633.1,0.0704999566078186
Q9H993,YP_008136231.1,0.14835309982299805
Q16816,YP_004346947.1,0.19326435029506683
Q03468,YP_008145320.1,0.207933247089386
Q2TAC2,YP_010097645.1,0.08871345221996307
Q8WY91,YP_068113.1,0.0870034322142601
P52788,YP_068119.1,0.26295533776283264
Q8IY85,CAP08047.1,0.24002394080162048
Q7Z3S7,AP_000630.1,0.14244544506072998
Q9BRQ0,YP_009703073.1,0.0614478662610054
O95239,AAD21355.1,0.3129318058490753
O60447,YP_005296330.1,0.05848567560315132
P55075,AAD21354.1,0.1236482486128807
Q5SRI9,YP_010113256.1,0.07634270936250687
P08686,AFD21921.1,0.04538055136799812
Q8TDI8,AAD21385.1,0.1580861210823059
Q8N8Z8,YP_009703170.1,0.02696976065635681
Q6UXF7,NP_066912.1,0.12824532389640808
P11831,NP_108661.1,0.18104036152362823
Q5VTY9,YP_008492984.1,0.039521824568510056
A6NGB7,YP_009449563.1,0.11226465553045273
Q8TC44,NP_108679.1,0.2263314574956894
A5D8T8,AFD21891.1,0.04230940341949463
Q8N5X7,YP_010097692.1,0.060605596750974655
Q13002,YP_009252229.1,0.11727169901132584
Q7Z6K4,YP_010113379.1,0.19082054495811462
P30084,AEV55068.1,0.17079848051071167
Q9H171,YP_001033975.1,0.19456377625465393
Q12891,YP_068317.1,0.1407904475927353
O75879,YP_338076.1,0.15830953419208527
Q9Y519,AAC64689.1,0.1320711076259613
Q96CS4,ACN89714.1,0.019661294296383858
P15735,NP_570281.1,0.09305484592914581
Q7Z5N4,CAP08118.1,0.14307139813899994
Q96BQ3,YP_009140478.1,0.1423150897026062
Q6L9W6,ACN89702.1,0.056670788675546646
Q68EM7,AAY68299.1,0.0652124434709549
P36222,YP_010097081.1,0.0986446887254715
Q9Y6H5,NP_066878.1,0.18676437437534332
Q9H0C8,YP_009252240.1,0.26113012433052063
Q9H2I8,YP_010097623.1,0.036871328949928284
Q8WVK2,YP_009703102.1,0.13474726676940918
O43612,YP_068338.1,0.110462486743927
Q92541,YP_005296365.1,0.13311976194381714
P78426,YP_004123741.1,0.13820509612560272
Q96FM1,YP_067911.1,0.08429623395204544
Q9H5J4,YP_068245.1,0.20253966748714447
Q86TM3,YP_068288.1,0.10841955244541168
Q6U736,YP_182375.1,0.10584773868322372
Q9H171,CAP08186.1,0.21703726053237915
Q6PID8,NP_044192.1,0.17812322080135345
O95944,YP_068142.1,0.19585314393043518
Q96QV1,NP_570306.1,0.12049783021211624
Q03393,CAP08152.1,0.15901276469230652
Q96NL1,AFD22084.1,0.049242354929447174
Q8N5X7,AP_000073.1,0.1473463922739029
P01834,YP_010097079.1,0.18993359804153442
P09669,YP_008798235.1,0.137703999876976
Q9HD36,ACN89778.1,0.09881193935871124
Q86Y34,YP_009507385.1,0.12358720600605011
Q99426,YP_010113343.1,0.11275992542505264
Q16816,YP_003896050.1,0.13773198425769806
Q9NYA1,YP_068313.1,0.16110868752002716
P56696,YP_008492976.1,0.09815485030412674
P51955,YP_068121.1,0.09548493474721909
Q96H86,AP_000629.1,0.12208470702171326
A8MZ59,AAD21389.1,0.09020115435123444
Q8N123,NP_044185.1,0.21364502608776093
Q5VZE5,CAP08052.1,0.261333167552948
Q16236,CAP08137.1,0.14504852890968323
A4D126,BAA82921.1,0.2437906414270401
P01733,YP_068117.1,0.15229134261608124
Q8NFH8,YP_010113338.1,0.11879097670316696
Q9NYK5,AFD22052.1,0.055680472403764725
A4D126,NP_066838.1,0.19497150182724
O14607,YP_010113345.1,0.1397082358598709
Q8IZ96,AEV54963.1,0.17253346741199493
Q6ZMQ8,YP_009703055.1,0.08192455768585205
P05305,YP_009252271.1,0.1366092562675476
Q6NVY1,CAP08192.1,0.09923219680786133
P42568,YP_009140480.1,0.24449340999126434
O75840,YP_214120.1,0.0468132346868515
Q8IZP1,YP_010113323.1,0.08898187428712845
Q9NQ89,YP_008492996.1,0.1107294112443924
Q8NDY3,YP_009333168.1,0.1355125457048416
P08686,NP_570284.1,0.06530164927244186
Q9H920,ACU30841.1,0.6368153691291809
P53814,YP_008136239.1,0.13359716534614563
Q8WV83,YP_068305.1,0.05568506196141243
Q92506,YP_009252364.1,0.12530109286308289
Q96E93,YP_010097651.1,0.05722983926534653
P55075,AP_000259.1,0.1157248318195343
P42261,YP_009344930.1,0.10236005485057831
A6NEM1,AEV55036.1,0.19395236670970917
Q9Y4R8,YP_009252239.1,0.11117354780435562
Q96QV1,YP_009344939.1,0.7250980734825134
Q9UQ07,AFD22104.1,0.3572549521923065
Q96PN6,AAW02832.1,0.06792541593313217
Q9UL51,YP_010097703.1,0.04946474730968475
Q9NRZ9,YP_009344935.1,0.3278368413448334
O95259,YP_009552104.1,0.14211134612560272
P53814,YP_010097072.1,0.03854260593652725
P21549,CAP08090.1,0.21452414989471436
Q16236,YP_010113380.1,0.25492894649505615
Q9GZU8,YP_010113298.1,0.13524387776851654
Q8IUM7,YP_068186.1,0.14020119607448578
P58012,YP_007985674.1,0.1346406638622284
P20061,YP_009703185.1,0.1382790207862854
A5D8T8,YP_009109592.1,0.053847093135118484
P40200,NP_041236.2,0.12412144988775253
Q2M2I8,YP_010097673.1,0.06666365265846252
Q7L0Q8,ACN89711.1,0.16397324204444885
Q8IZP1,YP_001033936.1,0.120975062251091
Q92628,NP_598369.1,0.7309300303459167
P32321,YP_009703203.1,0.1993238478899002
O43581,YP_007518090.1,0.1591765284538269
Q9NZU7,YP_005296226.1,0.06938675791025162
Q96CQ1,AEV54969.1,0.15612637996673584
Q9BQ90,NP_570769.1,0.1648281365633011
O43581,YP_067927.1,0.2214510440826416
P30989,YP_009552110.1,0.11075180768966675
Q14714,YP_068302.1,0.16844506561756134
Q9HD67,CAP08066.1,0.6604130864143372
Q9H7J1,YP_214060.1,0.12339279055595398
Q8IUM7,YP_010113404.1,0.0897398367524147
Q8NB78,YP_008493025.1,0.16929417848587036
Q7RTW8,YP_009703091.1,0.08015814423561096
P22830,AAF19390.1,0.05361063405871391
Q6DHV7,YP_010113349.1,0.08536060899496078
P11926,YP_001033984.1,0.24876292049884796
P49146,YP_009252278.1,0.12749916315078735
Q9BXC9,NP_570177.1,0.5412594079971313
Q92614,YP_010097062.1,0.13371044397354126
Q99593,YP_009703078.1,0.10969650745391846
A6NDI0,YP_214011.1,0.12246572226285934
Q9Y4D7,CAP08193.1,0.41746899485588074
P08235,BAA82954.1,0.2326042801141739
Q96SJ8,YP_008492975.1,0.07694893330335617
O95944,YP_182371.1,0.10760834068059921
P08235,NP_066887.1,0.09789746254682541
Q8NDB2,YP_009703106.1,0.18424692749977112
Q13868,AAD03075.1,0.3440380394458771
Q7RTT9,ACN89730.1,0.043619610369205475
Q76KP1,YP_068341.1,0.15248586237430573
Q96PN6,NP_108675.1,0.11254957318305969
Q9UBY9,YP_214028.1,0.14934846758842468
Q8IV48,YP_009703134.1,0.23831142485141754
Q8WV83,NP_570799.1,0.12194260209798813
Q8NEY8,YP_009252272.1,0.11793983727693558
Q13907,AFW97363.1,0.14358627796173096
Q96GR2,AFD21987.1,0.0674150362610817
Q9ULD6,CAP08064.1,0.13610108196735382
P30084,CAP08182.1,0.11823240667581558
P53814,AEV54987.1,0.12291096150875092
Q5VIR6,YP_009703077.1,0.18608178198337555
Q9Y575,YP_068103.1,0.12169896066188812
P0DOY3,YP_068212.1,0.07756549119949341
Q969U7,YP_214030.1,0.4641212821006775
Q8IV48,YP_214018.1,0.18618051707744598
Q9UKJ3,YP_007985666.1,0.12851430475711823
Q9UKZ1,AAD12314.1,0.13158021867275238
Q9NRG0,YP_009552102.1,0.19780513644218445
Q9BXJ3,YP_009703081.1,0.1771899163722992
P19256,AAD03091.1,0.14267735183238983
Q86US8,YP_009507388.1,0.47173449397087097
Q6ZT98,YP_068329.1,0.19462370872497559
Q86Y01,YP_009344900.1,0.10772247612476349
Q9Y575,YP_214149.1,0.14663468301296234
A8MYZ6,YP_009505574.1,0.1922440528869629
Q9P2X7,NP_066857.1,0.14834995567798615
P01834,YP_009703088.1,0.1396549791097641
Q03393,YP_009667153.1,0.12396858632564545
Q8NFH8,YP_010097644.1,0.09829079359769821
P42126,YP_005296207.1,0.09742448478937149
Q96KR7,AFD22117.1,0.07028727233409882
Q8NGU9,YP_004346915.1,0.054507073014974594
Q12891,AP_000353.1,0.17641931772232056
Q8IZD2,AJB28751.1,0.15630006790161133
Q8TB73,YP_068154.1,0.23978736996650696
Q9ULM2,YP_068122.1,0.03625436872243881
O43612,YP_214099.1,0.062388692051172256
Q2WGJ9,ACN89751.1,0.07204360514879227
Q6PID8,AAD21367.1,0.15333400666713715
Q8N907,YP_005296197.1,0.04739945009350777
P11926,YP_010097671.1,0.2553814947605133
P42126,YP_009505575.1,0.14780521392822266
Q7Z5N4,YP_010771319.1,0.13273578882217407
Q9NR97,YP_009703213.1,0.05624261125922203
Q9UIH9,YP_009703072.1,0.08315056562423706
Q7Z444,YP_009513222.1,0.12995436787605286
Q8NE79,AP_000066.1,0.136156365275383
Q9BVM2,YP_004782205.1,0.1563824564218521
Q7RTP6,YP_068312.1,0.15027673542499542
Q13907,YP_068135.1,0.26586344838142395
Q86VD9,YP_009449558.1,0.0970708578824997
P22307,YP_214055.1,0.37158203125
Q6UE05,YP_005296221.1,0.07715048640966415
Q15435,YP_010113406.1,0.13546068966388702
Q96E52,NP_570803.1,0.07265137135982513
Q9NY15,AFD22150.1,0.04560573026537895
Q9BZJ7,AFD22006.1,0.1194835752248764
Q86XP1,AIY35084.1,0.20245711505413055
Q99622,YP_067930.1,0.17906102538108826
Q9BVA6,YP_214081.1,0.1443554311990738
O95944,YP_009703207.1,0.04556693509221077
Q03393,AEV55005.1,0.232282817363739
Q9UBM4,YP_001033935.1,0.0823790431022644
Q9H3H1,YP_009505801.1,0.20080511271953583
Q7Z444,AP_000256.1,0.11398376524448395
Q9Y5C1,YP_068253.1,0.1865670531988144
Q5T3U5,YP_007985667.1,0.09917888790369034
P56730,YP_010097067.1,0.15857695043087006
Q96CS4,YP_068362.1,0.06892328709363937
Q6P4E1,YP_068017.1,0.5287473797798157
A0A087WVF3,YP_004123751.1,0.20922134816646576
Q13201,YP_214131.1,0.6507430076599121
P08151,YP_010113315.1,0.10254684835672379
Q86YN6,ACN89690.1,0.10778189450502396
Q99697,CAP08083.1,0.13421300053596497
P08235,YP_009703061.1,0.05939311906695366
Q16739,YP_010097631.1,0.10373292863368988
O43181,NP_066886.1,0.14340364933013916
Q9H321,YP_068303.1,0.15768040716648102
Q96F25,YP_068364.1,0.07802873849868774
Q9P2K6,AFD22136.1,0.30736517906188965
Q9H668,YP_009553677.1,0.13179747760295868
O95263,YP_068125.1,0.1671992838382721
Q5T5Y3,AAG36978.1,0.29484835267066956
O43612,YP_214017.1,0.0818929523229599
Q9Y561,NP_044184.1,0.11426308751106262
Q13574,YP_009344881.1,0.0967879593372345
Q5R372,YP_008136232.1,0.17231249809265137
Q6ZNG0,YP_008492951.1,0.03877151757478714
Q07325,YP_008520229.1,0.2862154245376587
Q9UPP2,CAP08088.1,0.14589396119117737
P01236,YP_214114.2,0.12703140079975128
Q92614,AFD21940.1,0.4961506724357605
O75330,NP_015540.1,0.28944987058639526
Q9NXG2,BAA82951.1,0.1576227843761444
Q8IZF3,YP_009449562.1,0.11714692413806915
P29728,AEV54980.1,0.17800454795360565
A6NI03,AEV54973.1,0.07085954397916794
O95218,YP_009130675.1,0.21906548738479614
P08294,NP_108654.1,0.3313833773136139
O95478,YP_214053.1,0.20118781924247742
Q9H321,AIY35069.1,0.22413764894008636
Q99612,YP_173327.1,0.07136335968971252
Q8IUA7,YP_010097104.1,0.0838104784488678
Q6ZWI9,YP_009252297.1,0.06009477749466896
Q8N9V2,YP_001033954.1,0.1500440537929535
P30291,YP_009551574.1,0.1482875496149063
Q9NP92,YP_010113321.1,0.25083741545677185
Q9ULT6,YP_009197.1,0.16844502091407776
Q15858,AFD22039.1,0.4517820477485657
Q969V1,YP_009703058.1,0.04455955699086189
Q86YR7,BAA82901.1,0.2119845747947693
O00270,YP_009252273.1,0.07176153361797333
Q9H553,AP_000046.1,0.13929253816604614
O15375,YP_009703074.1,0.06702874600887299
Q13574,YP_009703173.1,0.2516538202762604
P55318,AEV55044.1,0.12472459673881531
Q96SJ8,YP_010086830.1,0.11784499138593674
Q96JG8,YP_068262.1,0.16575580835342407
Q7Z4M0,YP_008492962.1,0.09618707746267319
P0CF74,YP_010113310.1,0.11757255345582962
Q8WYL5,YP_068314.1,0.16578806936740875
Q6Q0C0,YP_008492960.1,0.18407267332077026
Q9H0C8,NP_570781.1,0.22591553628444672
Q9H2I8,AAD21375.1,0.15251676738262177
Q9H920,YP_009389278.1,0.2680082321166992
P46093,YP_010097634.1,0.1451585441827774
Q8WXA3,AP_000609.1,0.2908199727535248
P01834,YP_009508496.1,0.2421739399433136
Q6NVV1,YP_214058.1,0.20232994854450226
Q8N3Y1,YP_008145316.1,0.13107357919216156
Q9Y4R8,YP_009109593.1,0.10629289597272873
Q6NVY1,YP_010113279.1,0.14521874487400055
Q86WT1,YP_068159.1,0.22686628997325897
Q9BTC0,YP_010113420.1,0.07792307436466217
Q6PJ69,YP_009344910.1,0.06167350336909294
Q8TF46,NP_044210.1,0.210911825299263
Q9UQD0,YP_214137.1,0.4138600826263428
Q8NG31,YP_009505570.1,0.168448805809021
Q8N4S7,YP_010097113.1,0.04314523562788963
Q99426,YP_010113414.1,0.49303558468818665
Q92800,YP_182405.2,0.24492274224758148
Q9H1H9,YP_010097066.1,0.08479659259319305
Q9C098,YP_010097693.1,0.16370278596878052
Q9BZP6,BAA82942.1,0.2506863474845886
Q8IU60,YP_009046821.1,0.15162783861160278
Q8NFD2,YP_009241386.1,0.15699461102485657
Q9GZN0,YP_009551965.1,0.05911966785788536
Q9BVK2,YP_209235.1,0.0365927591919899
Q9H814,YP_010097102.1,0.2955893278121948
Q9BVK2,YP_009344896.1,0.08987084776163101
Q9UI33,YP_214167.1,0.206946462392807
O43240,YP_007518087.1,0.09938095510005951
Q8IY85,BAA82893.1,0.45978549122810364
P49279,YP_009552780.1,0.12350193411111832
A8MUZ8,YP_010113289.1,0.05326152965426445
P16455,NP_044194.1,0.09740249067544937
Q9UP65,AP_000616.1,0.10143955051898956
Q9BVW5,YP_009344838.1,0.3320160508155823
Q8IWB7,AP_000362.1,0.19866156578063965
Q0VDF9,NP_044204.1,0.24247704446315765
Q8IZF7,YP_009703075.1,0.07417134195566177
Q8N5X7,YP_010113408.1,0.038126278668642044
Q9NZM6,YP_068191.1,0.12210363894701004
O75973,NP_570304.1,0.10300900787115097
P13385,AP_000345.1,0.08582593500614166
P08294,YP_010113354.1,0.043032292276620865
Q9P2X3,CAP08061.1,0.09570398181676865
P48431,AP_000053.1,0.11698556691408157
Q9H2A3,YP_068139.1,0.0720047727227211
P42568,YP_007985671.1,0.2832770049571991
Q9Y4D7,YP_008492950.1,0.143154114484787
Q9BTE0,YP_008492957.1,0.09194470196962357
E5RJM6,YP_010113418.1,0.16751359403133392
Q5RHP9,AP_000239.1,0.23243610560894012
Q9NRG7,YP_009094035.1,0.07902756333351135
P0CG04,YP_005296367.1,0.04462664574384689
Q6PF15,YP_010113328.1,0.14299999177455902
P45985,YP_009703120.1,0.1318349689245224
Q9Y3R4,YP_009094038.1,0.10064888000488281
Q9UKG4,AAG36981.1,0.11960665881633759
Q96GR2,BAA82902.1,0.19032956659793854
O75330,AP_000254.1,0.16637712717056274
P38571,AEV54988.1,0.11166153848171234
Q8N878,YP_010113371.1,0.09740263968706131
F8WCM5,YP_001034010.1,0.054150354117155075
Q9NP92,AFD21877.1,0.3746885359287262
P42126,YP_068178.1,0.09132726490497589
Q5SZL2,CAP08053.1,0.16808953881263733
Q9BS86,NP_570789.1,0.10233572125434875
A6NM62,NP_066837.1,0.18120382726192474
Q9Y580,YP_009130671.1,0.15183092653751373
Q8N196,YP_010113318.1,0.09157837927341461
Q9H2C1,AEV55048.1,0.14862635731697083
Q96LW2,YP_008492966.1,0.07485075294971466
P01834,YP_009218.1,0.13527284562587738
P11831,AIY35099.1,0.23271192610263824
Q8TEQ6,AFD21974.1,0.2743510901927948
P55075,AEV55042.1,0.17591823637485504
Q9BQ90,NP_066829.1,0.1725383847951889
Q99797,YP_005296218.1,0.05633724108338356
Q86XP1,YP_010097642.1,0.17618858814239502
Q17R89,YP_068129.1,0.3004954755306244
Q8N5X7,NP_570165.1,0.05891313776373863
P47900,YP_182346.1,0.14901608228683472
P08514,YP_009703094.1,0.1887909322977066
Q14934,YP_004123759.1,0.20486977696418762
Q6DHV7,YP_001331029.1,0.2386789321899414
P09630,YP_010086095.1,0.23549333214759827
Q9UNH5,CAP08167.1,0.37088948488235474
Q7Z4V0,ACN89767.1,0.05707331374287605
Q53EV4,YP_068168.1,0.09874052554368973
Q8N554,YP_010113400.1,0.03745926171541214
O43240,AEV55027.1,0.1327575296163559
Q6PJG2,YP_009553486.1,0.3200066089630127
Q92832,BAA82950.1,0.08887806534767151
O95944,CAP08157.1,0.06816133111715317
Q5XKR4,YP_010113325.1,0.08796635270118713
P42262,YP_010113291.1,0.08660149574279785
Q14934,YP_068106.1,0.15428771078586578
P19021,YP_182356.1,0.2232879400253296
Q149N8,YP_173324.1,0.07873805612325668
P49675,YP_338084.1,0.4751463532447815
Q9HCK1,YP_009703178.1,0.39133620262145996
P48506,YP_068268.1,0.7276864647865295
Q5U651,YP_009703138.1,0.1335112452507019
Q9Y3R4,YP_009344944.1,0.19900521636009216
Q9NY25,YP_010113305.1,0.07590854912996292
O60312,AAD03065.1,0.1178889274597168
O75879,YP_214160.1,0.2306927889585495
P04180,YP_003204679.1,0.09143852442502975
Q6UUV9,AEV55054.1,0.22751343250274658
Q9BZG8,AEV55040.1,0.136482834815979
A5YM72,YP_009252249.1,0.13698256015777588
Q6ZVH7,ACN89758.1,0.10582838207483292
O60883,YP_068217.1,0.11740963906049728
Q5VTY9,CAP08096.1,0.07291467487812042
Q14524,YP_068316.1,0.07894419133663177
Q5SVQ8,NP_066890.1,0.13556914031505585
Q86TB3,YP_214134.1,0.2111305147409439
Q9NRG7,YP_001033988.1,0.1544266641139984
Q5SVQ8,AFD22071.1,0.26027846336364746
A5YM72,YP_182363.2,0.07234843075275421
Q6U736,YP_068239.1,0.12080889195203781
Q13574,AEV55035.1,0.10622896999120712
Q8N3Y1,YP_001033989.1,0.2595961093902588
Q86Y01,AFD21955.1,0.052569713443517685
Q9NXP7,YP_010097685.1,0.3767378032207489
Q68EM7,NP_570285.1,0.06929794698953629
O43827,AEV55006.1,0.06588532030582428
P55056,YP_214025.1,0.04509023576974869
Q13201,YP_004123749.1,0.3313511312007904
O43827,YP_009703111.1,0.12830409407615662
P27544,YP_068175.1,0.12656556069850922
P15692,AEV54978.1,0.11244765669107437
P55075,YP_009204.1,0.11252621561288834
Q4KWH8,YP_009344870.1,0.15470145642757416
Q9BRJ2,AEV54974.1,0.10979783535003662
Q92537,NP_047412.1,0.12368675321340561
Q15345,YP_009344874.1,0.05453815683722496
Q5VIR6,AEV55067.1,0.12057233601808548
Q8NB16,YP_009551893.1,0.27554523944854736
